Text,labels
ഷറഫുദ്ധീൻ ആണെന്ന് തോന്നുന്നു ഈ സീരിയൽ കില്ലർ,Non-sarcastic
John Abraham Palakkal ....Marana Mass Mammookka,Non-sarcastic
"Prithviraj , lalettaneyum viswosich pokunnavar ivide like cheyyuka",Non-sarcastic
November 21ode kore recordukalk oru theerumanamaakum,Non-sarcastic
പറയുന്ന ഓരോ കാര്യങ്ങളിലും വ്യക്തമായ ധാരണയുള്ള നടൻ വായയ്ക്ക് ലൈസന്‍സില്ലാത്ത വെറുതെ വിവാദം ക്ഷണിച്ചു വരുത്തുന്ന നടീ നടൻമാർ മാതൃകയാക്കണം രാജുവേട്ടനെന്ന മനുഷ്യനെ🤗,Non-sarcastic
ഇത് കണ്ടിട്ട് MR FRAUD ന്റെ second  പാർട്ട്‌ പോലെ തോന്നിയത് എനിക്ക് മാത്രം ആണോ,Sarcastic
എത്ര കണ്ടിട്ടും ഒരു പിടുത്തവും കിട്ടുന്നില്ലല്ലോ. എന്തായാലും ഇതൊരു ഹെവി ഐറ്റം ആവും,Non-sarcastic
1.3 k dislikes. ഇജ്ജാതി കുരു before trailer release 🤣🤣🤣🤣,Sarcastic
Romanjam.. ...  adutha maasam onnu vanna mathiyaarnnu...,Sarcastic
"Cristamasinu.... mamangam, driving license, kozhiyum... polikum",Non-sarcastic
In 2 days 5 million views Adi makkale like Mammmootty Prayam koodunthorum Cheruppamagunna Logathile ore oru humannn,Non-sarcastic
Ni arda vadha beeshani ondakan..patti ..inala vannu korach cinema edthpo ni ethanda vallya kopila producer ayen thonuna..pooy chathudeda mayre,Non-sarcastic
Ivide bhashent prasnam ellarum parayunnu.  Kalam marum thorum ഭാഷയും മാറും  അന്ന്  ജീവിച്ചിരുന്ന  ആരും  ഇന്ന്  ജീവിച്ചിരിപ്പില്ല  അതോണ്ട്  അന്നത്തെ  ഭാഷേത്   എന്ന് ആർക്കും  അറിയില്ല അതോണ്ട് ഭാഷ ശരിയല്ല ഡബ്ബിങ്  ശരിയല്ല എന്ന് പറയേണ്ട,Sarcastic
Aniyarayil adutha padakkam ready aayikondirikkunu ennu parayaan paranju,Non-sarcastic
ithpole oru kidu trailerinu dislike adikkana myrroli mammoonni fansin naduviral namaskaaram(ella mamooty fansinem udheshichalla....chila choriyanmaare udheshich paranjatha),Non-sarcastic
അച്ചന്മാർക്ക് എനർജി വീണാൽ കുഴപ്പം ആണ് കേട്ടോ,Non-sarcastic
ആരോ ഒരാൾ അല്ല....എന്റെ ഏട്ടൻ മൈ ബിഗ് ബ്രദർ !!,Non-sarcastic
നല്ല ഹോളിവുഡ് ടച്ച് ഉള്ള പടം. പക്ഷെ മലയാളികൾ കാണില്ല. അവർക്ക് നാടൻ കൂറ ഫീൽ ഗുഡ് ആണ് ഇഷ്ടം.,Non-sarcastic
"മവനെ കൊല കാൻഡിലെ ഇറുക്ക്‌ കൊല്ലാമെ വിടമാട്ടെ"" തലൈവർ  Superഡയലോഗ് from Petta   അപ്പൊ മാസ്സ്  ആയിരിക്കും",Sarcastic
ഇത് പൊളിക്കും  ഈ ഓണം ലാലേട്ടൻ ഇങ്ങെടുക്കുവാ,Non-sarcastic
Ee Trailer Njan Thaetril Kandappo Ennaa Feelaan! Tovino Achayan Ishtam!,Non-sarcastic
മോങ്ങാതെ മോങ്ങിട്ട് മടങ്ങാൻ വേറെ ജനിക്കണം  The Money leader,Non-sarcastic
മലയാള സിനിമ വേറെ ലെവൽ ആയി മക്കളെ  Best wishes for midhun manual and team,Non-sarcastic
അഭിനയം ഡയലോഗ് ഡെലിവറി രണ്ടു അപ്പൊ redy ആയില്ലേ,Non-sarcastic
ഇപ്രാവശ്യം ഓണം ഏട്ടനും പിള്ളേരും അങ്ങ് എടുത്തു,Non-sarcastic
Ahaaa...Nammude mukkuthi kaanandupoyathu ulsavam aakkiya chechi undallo...,Non-sarcastic
SAMBAVAM HEVY AKKITTUNDE KATTA WAITING FOR RAJA,Non-sarcastic
Dislike അടിക്കാൻ വന്ന നായിന്റെ മക്കളെ \r നിങ്ങളെ കാത്ത് നാടൻബോംബിന്റെ കമനീയ ശേഖരം സ്റ്റേജിന്റെ പിന്നാമ്പുറത്തുണ്ട്,Sarcastic
Prithvi inta kadha pola undalla kurch...,Non-sarcastic
Ear phn vech kettavarundooo....uuuufffff....enna feelaaakettalm kettalm madhivaratha song,Non-sarcastic
Lalettan & Ikka Ki Jaiii....... Frdzzz... Fishing Videos or Tech. Thalparyam ullavar nammude chanel sandharshikuka...,Non-sarcastic
മോന്തക്കു ഒന്നു കൊടുത്തിട്ട് ആ കണ്ണാടി എടുത്ത് വെച്ചു കാണിച്ചു കൊടു അപ്പൊ കാണും,Sarcastic
Mohanlal n ee veruppikal  nirtikuude... Enth kaaanichalum   stuthi  paadan kure koonathile  pans.....,Non-sarcastic
Nadaka dialogue pole undallo avasanam filmum nadakamakumo.,Non-sarcastic
ആറ്റം എൈറ്റമല്ല ഒരു അമട്ടിക്കന് ഇടിവെട്ട് ടീസര്  ഇക്ക മരണ മാസ്സ്,Non-sarcastic
Onnu vegam dec 14 ayya mathiyayirinnu,Non-sarcastic
GIRIJA HOME STAY ENNU EZHUTHIYAPPO GIRIRAJA HOME STAY ENNU VAAYICHAVAR IVDE COMON,Non-sarcastic
Edake edake views nikkan varunna njn matram ano,Non-sarcastic
super star mamuka is coming,Sarcastic
പടം  ഞാൻ കണ്ടു അടിപൊളി   ചെമ്പൻ  ചേട്ടൻ  പൊള്ളിച്ചുട്ടോ  എന്റെ  പൊന്നു  ഏട്ടൻ മാരേ,Non-sarcastic
Character change and voice modulation...   ഒരു രക്ഷേം ഇല്ല..... ഇക്ക 2020 പൊളിക്കണ്ടേ...,Non-sarcastic
Name kettapo oru Antichrist movie aanu ennu thonniyirunnu but mistaken,Non-sarcastic
5 millionilekk kuthikkunna makankam trailerinu ellavidha bhavukangalum nerunnu,Non-sarcastic
എന്തായാലും വേണ്ടില്ല തമിഴിലെ രാക്ഷസനെ കാളും വെല്ലുന്ന ഐറ്റം ആകണേ എന്റെ കർത്താവെ,Non-sarcastic
പടം കാണാതെ തിയേറ്റർ ക്ലിപ്പുകൾ ഷെയർ ചെയ്തവർക്കും ഡീഗ്രേഡ്‌ ചെയ്തവർക്കും അറിയില്ലല്ലോ ഈ പാട്ട്‌ തിയെറ്ററിൽ ഉണ്ടാക്കിയ ഓളവും കുറുപ്പച്ചന്റെ റേഞ്ചും,Non-sarcastic
കുറച്ചു വൈകി പോയി ജോബ് ആവിശ്യത്തിന് പുറത്ത് പോയതായിരുന്നു ടീസർ,Non-sarcastic
hoo kolamass item thannee...bgm oru rakshayumillaa,Non-sarcastic
Remo ile paattu kazhinnu addict aaya paatti,Non-sarcastic
1:28  BGM ലൈല ഓ ലൈല കോപ്പി,Non-sarcastic
#Trending 1  1M views um 1lakh likes um 24 hrs nu munne adikkunnu urappullavar  Like button ഞെക്കിയിട്ടു  പോവാ മോ🥰🥰🥰,Non-sarcastic
Bahubaliyolam ഇല്ലേൽ അതിനു മുകളിൽ പ്രൊമോഷൻ വരാൻ കിടക്കുന്നെ ഉള്ളു എന്നുള്ളവർ ലൈക്‌ അടിക്ക്...   ഒരേ ഒരു മാമാങ്കം  ഇനി മാമാങ്ക കാലം   ഫാൻ fight മാറ്റി നിർത്തേണ്ട പടങ്ങൾ mamnagam & marakkar,Sarcastic
ട്രെയിലറിൽ ഉള്ള ഒറ്റ സീൻ പോലും സിനിമയിൽ ഇല്ല,Non-sarcastic
Unlike itta ororutharkum Ulla adiyakatte ivde idunna like nu,Non-sarcastic
Hindi padathinte remake pole indllo   Vidya balan nazarudheen shah,Non-sarcastic
raja solathu tha Saiva ....saivathu mattumtha Dolla..#ikka fans,Non-sarcastic
Maamankam industrial hit aavm ennulavar . anyone...,Non-sarcastic
IM vijayan chettane kandavar ethra per,Non-sarcastic
മൂക്കുത്തി മൂക്കുത്തി മൂകുമ്മെ തിരയൂ  കുട്ടി. പാട്ടുപാടി കളിക്കാതെ...,Sarcastic
Etra Varsham Kayinnalum mammoka Ath or Haram aaan,Non-sarcastic
എല്ലാവരും  കുമ്പളങ്ങിയിൽ   സൂപ്പർ സിനിമ ...ഫ്രാങ്കി .ബോണി .ബോബി .സജി നല്ല ആക്ടിങ്,Non-sarcastic
Bhai movices ka links share karo yaar places guys,Non-sarcastic
etenkilum oru film hit ayal atinte chuvad pidich pinne kure irangi kolum. pinne royal mech kure ketu madutata. kootatode alate otak varan dairyamilatavanmarde branch....,Non-sarcastic
Ippo E comments vaayikkumbalu Nalla. Sukhondu,Non-sarcastic
marana mass   ROYAL MECH,Non-sarcastic
Trailer....nte ponno...oru rakshem illa katta pwli.....ikka pne parayandaallo....megastar mammootty in mamangam....katta wa8tng  haters...jst move bck,Non-sarcastic
Katta waiting  By a katta ettan fan,Non-sarcastic
Ittimaniyil... LOVE und.... ACTION  illa....DRAMA und... Movie bore adipikilla..Poi.. Kandu.. Istapetu...,Non-sarcastic
"ഒരു രക്ഷയും ഇല്ല, നല്ല അടിപൊളി പാട്ട്,  വിശ്വൽസ് അതിഗംഭീരം..",Sarcastic
Tgf teaser kola mass aanenkil.... Abrahaminte santhathikal trailer kodoora maassum alla... Athukkum mele aanu !!,Non-sarcastic
ഈ പാട്ട് ഇതൂടെ കൂട്ടി 24 തവണ കേട്ട്.....,Non-sarcastic
മറ്റൊരു.. വെള്ളിമൂങ്ങ ഫീൽ ചെയ്യുന്നവർ ലൈക്ക് ചെയ്യ്....,Non-sarcastic
"I'm from Bengaluru, tamilnadu nnoke kndu.. Palakkkad kaarrr aaruleda ivde undel adikk makkale like..",Non-sarcastic
പടം ഹിറ്റാകുമെന്ന് തോന്നിയത് എനിക്ക് മാത്രമാണോ ?,Non-sarcastic
"Srk യുടെ 'FAN' എന്ന  സിനിമയുടെ ഒരു ചായകാച്ചല്‍ ...Anyway, All the Best...",Non-sarcastic
മക്കളേ.... മ്മളെ താറാവ് മേടിക്കാൻ പോയ ചേട്ടന്റെ പെരുന്തുവാ????,Non-sarcastic
Dislike adichavar ettavum valiya oolakal...... bldy idiots...,Non-sarcastic
"Rashtriyam, kola , kathikuth. Action, mohanlal hype. Kanditt thala vedanichu.. ente swantham kashu mudakkiyulla abhiprayam",Non-sarcastic
Black  ഡ്രസ്സിൽ  ഞാനും മമ്മൂക്കയും ഒടുക്കത്തെ ലുക്ക് ആണ്.. 🤩,Non-sarcastic
കമന്റ്‌ വായിച്ചു ഈ സോങ് കാണാൻ എന്ത് കോമഡിയാ  .. ഹഹഹഹ,Sarcastic
Pritviraj..mammukka... Once again   pokkiriraja experience...,Non-sarcastic
Let's vote   LUCIFER - like  MADHURA RAJA - Comment,Non-sarcastic
Title name kelkumbol thanne Oru sugam..🥰,Non-sarcastic
Aloha aloha ya way... ഇത് ഏത് ഭാഷ ആണെന്ന് അറിയുന്നവർ ഉണ്ടോ? Finnish ആണോ?  Nice trailerദിലീപേട്ടൻ,Non-sarcastic
Nalla assal moonjjal thank you lola,Non-sarcastic
കമന്റ് ബോക്സ് മൊത്തം സ്വാസിക ഫാൻസ് ആണല്ലൊ,Non-sarcastic
കലാഭവൻ മണി അവസാനമായി പാടി അഭിനയിച്ച വീഡിയോ ആൽബം കോളിളക്കം.,Non-sarcastic
Mammuni thendikal ethra dislikes adichalum Raja 8 nilayil pottum,Non-sarcastic
Ee padam... Gambheera hit akum.... allenkil Ghambira flop akum...,Non-sarcastic
"ഈ ട്രൈലെർ  നമക്ക് 1M ആകണം,,  എല്ലാരും കൂടി ഒന്ന് ആഞ്ഞു പിടിച്ചെ.... എല്ലാ xmas റിലീസ് സിനിമകളുടെ ട്രൈലെർ കൾ 1M കഴിഞ്ഞു....",Non-sarcastic
Lucifer mass dialogues Ellam onnu comment cheyammo,Non-sarcastic
Patti vananagal okke dislike adichu thudangi ...,Non-sarcastic
Pwolich ikka love from ettan fan,Non-sarcastic
മുംബൈ ഫിലിം ഫെസ്റ്റിവലിൽ (മാമി) പ്രദർശിപ്പിച്ച ഗീതു മോഹൻദാസ് - നിവിൻ പോളി ചിത്രം മൂത്തോന്റെ റിവ്യൂ.,Non-sarcastic
Lyrics എഴുതിയവനെ കിട്ടിയിരുന്നേൽ അവന്റെ മൂക്കിന്റെ പാലം തകർത്തെനെ,Sarcastic
Gopichettante BGM um mammookayum ishtapedunnavar like !?,Non-sarcastic
Ithu Vera levelakum urappa..... Ela ikka fansinum all best....,Non-sarcastic
"നിനക്കിനി മലയാളം ഇന്റസ്ട്രിയിൽ കിടന്നു പൊളക്കാൻ പറ്റുമെന്ന് തോന്നുന്നുണ്ടോ, -- ഇൗ ഡയലോഗ് ജോബി ജോർജ് , ഷെയ്ൻ നിഗമിന് വെച്ചതാണോ...",Non-sarcastic
@linto kurian pwolich muthey mammookkaa uyir,Non-sarcastic
Raju eattanu nthu Patti... Baki ellavrum ndalo. Ennit egneya rajade story avuva,Non-sarcastic
Varan irikkunnath mass padam matram alla  Comedy entertainer kudiya,Non-sarcastic
Njan ethra thavana kandoonu enikku thanne ariyoollla..wow,Non-sarcastic
"ഞാൻ കണ്ടു, ആദ്യം തന്നെ...  ഞാനേ കണ്ടുള്ളൂ...  ഞാൻ മാത്രമേ കണ്ടുള്ളൂ.....  നിങ്ങൾ കണ്ടോ????",Sarcastic
മോശവും നല്ലതും പറയാൻ ഏതവനും പറ്റും അഭിനയിച്ചു കാണിക്കാനാണ് പാട്....,Non-sarcastic
I am waiting mammooka മാമാങ്കം കണ്ടു കിടിലൻ അഭിനയം ഈ പ്രായത്തിലും ഇത്രേം ഫൈ റ്റെ ക്കെ എങ്ങനെ പറ്റുന്നു . വെയ്റ്റിംഗ് ഫോർ shylock,Non-sarcastic
മൂക്കുത്തി പൊളിച്ചു ....അടിപൊളി പൊളി സോങ് ........നല്ല കളർ ഫുൾ ആയല്ലോ ...ഒരു വട്ടം കുടി .കണ്ട് വരാം .....,Sarcastic
Ikka hvy  vere lvl trailer,Non-sarcastic
bro  tamil nadu la  e padam release  Avo,Non-sarcastic
Koode thirayanam ennund.. Pakshe ee paatinde idayil veronnum nokkan pattilla..,Sarcastic
വട കാണാൻ വന്നവർ ഇവിടെ ലൈക് അടി,Sarcastic
open for online job for,Non-sarcastic
"അവൻ ക്രിസ്ത്യാനിയല്ലേ, യേശു നമ്മുക്ക് അറിയാത്ത ആളൊന്നും അല്ലലോ...",Non-sarcastic
Pwoliyaanu monneee...                    Rajuatan+ surajatan thakarkkum,Non-sarcastic
Trailer kalakki #ROYAL MECH  Katta waiting,Non-sarcastic
40 ...mavane kola gandilirikk kollame vidamatte... Masso Mass poli mass,Non-sarcastic
ഇതൊരു ഡ്രാമയാണ്! മാസും പ്രതീക്ഷിച്ചു പോയി അവസാനം പടം കൊള്ളിലാന്ന് പറയും മലയാളികൾ!,Non-sarcastic
Oru pucca classical ikka padam...vadakka veergatha orma vannu.  ...,Non-sarcastic
68 yr old young man. 🤘🤘🤘,Non-sarcastic
"Jayasurya pandathetilum poliyali enn tonniyatu enikk maatramanno,🤔",Non-sarcastic
Padam flop aakumenn  thoonunnavarkk like adikkanulla sthalam..,Non-sarcastic
Raju ettan kurve  nallonm thonnunde,Non-sarcastic
ഇത് ഏതോ വേറെ ലെവൽ പടമാണെന്ന് തോനുന്നു...ഒരു മരണ മാസ്സ് ഐറ്റം,Non-sarcastic
Ithu party based cast based movie anengil adi pidi vedi anengil Ee padam poliyum.,Non-sarcastic
ആദ്യം കേട്ടപ്പോൾ Ok ആയിരുന്നു എന്നാൽ വീണ്ടും കേട്ട് കേട്ട് ഇപ്പോ ദിവസവും ഒന്ന് വീതം രണ്ട് നേരം! അത്രയ്ക്കും ഫീലിങ്ങ് ആണ്വല്ല കൂടോത്രവും ചെയ്തിട്ടുണ്ടോ  {[Use headphones]},Non-sarcastic
Shokam song ayi poyi nala vishamam unde,Sarcastic
Nalla tsr spr film akumennu orpp ollvr like adi,Sarcastic
Powlich laletta nigal  mass alla maranamassannnnn,Non-sarcastic
ഓരോ തവണ കേൾക്കുന്തോറും കൂടുതൽ ഇഷ്ടം തോന്നിയ പാട്ടുകളുടെ കൂട്ടത്തിൽ ഒരു പാട്ടുകൂടി,Non-sarcastic
Ikkante Bilal kaynjulla mass performance aayirikmm ith,Non-sarcastic
Mohanlal fans nu like addekannulla sthallam,Non-sarcastic
Ente ponnoooo oru rakshem illaaaa... Ikkaaaaa pwolichuuuuu,Non-sarcastic
mohanlal ingnanu kure chavar pole irakkilla .vanalo...odukkathe varavaakum..luv u laletta,Non-sarcastic
Dislike അടിച്ചു കുരു pottikkunnavarkk kurupottalaathi kodukkapedum    തള്ള് മൂപ്പൻ,Non-sarcastic
ഇതുപോലത്തെ വേഷം ചെയ്യാൻ നമ്മുടെ മണിച്ചേട്ടൻ വേണമായിരുന്നു ഇതിന്റെ കൂടെ മണിച്ചേട്ടന്റെ തൃശ്ശൂർ ഭാഷയും കൂടയാകുമ്പോൾ ഇതിനേക്കാളുമൊക്കെ മാസ്സ് ആയെന്നെ Miss u Mani chetta...,Non-sarcastic
"ചാവേർ വരവ് അറിയിച്ച സ്ഥിതിക്ക് ഇനി വരാനുള്ളത് മൂപ്പരാണ് ""അസുരൻ ""  ᴛʜᴇ ᴍᴏɴᴇy ʟᴇɴᴅᴇʀ",Non-sarcastic
Ohhh ikkaaaa Enthane nigaleee mass kanichu kolluvo..... Love U And Katta waiting..... PDFs orapichuuu,Non-sarcastic
മരട് ഫ്ലാറ്റ് ഇങ്ങേരെ കൊണ്ട് പൊളിപ്പിച്ചാൽ മതിയായിരുന്നു,Non-sarcastic
ഈ പടത്തിൽ ഫഹദ്ന്റെ റോൾ ഇഷ്ടപ്പെട്ടവർ ലൈക്,Non-sarcastic
Mohanlal fansinte full spprt ikka pwlichadukk .,Non-sarcastic
Karnataka superstar kichcha sudeep fans one like,Non-sarcastic
എന്തൊരു ഊമ്പിയ ട്രൈലെർ aanante ലാലേട്ടാ 🤭 മുഖത്തു പഴയ ഭാവം പോലും വരുന്നില്ല  ഒരുമാതിരി വാതം വന്ന പോലെ ഉള്ള മുഖവും ബലൂൺ  ഊതി വീർപ്പിച്ച പോലുള്ള ശരീരവും  വീട്ടിലിരിക്കേണ്ട സമയം അതിക്രമിച്ചിരിക്കുന്നു   surely...  next #disaster on the way,Sarcastic
ജനപ്രിയനായകൻ ദിലീപേട്ടന്റെ വെറൈറ്റി വേഷം. ദിലീപേട്ടൻ ഫാൻസ്‌ ഡാ. എല്ലാവർക്കും merry x mas,Non-sarcastic
Madhuraraja 🥰 stylish most handsome mammookka,Non-sarcastic
ഒറ്റ പേര്...മമ്മൂക്ക മമ്മൂക്കയുടെ പ്രായം മറന്നുള്ള അഭിനയം കാണാൻ കട്ട waiting,Sarcastic
Mohanlal=manju Manju=mohanlal  #manju kanji kodukendi verumo??  Lalletta aduttha filmilengilum nadiye mattane plzzz.. Illengil kanji orappa!,Non-sarcastic
ഉയിരിൽ തൊടും തളിർ വിരലാവണേ നീ അരികേ നടക്കണേ അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ ചെന്നണയുമിരുനിലാവലയായ്  ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ പ്രണയാജാലകഥ പലവുരു പറയുമോ  ഉയിരിൽ തൊടും കുളിർ വിരലായിടാം ഞാൻ അരികേ നടന്നിടാം അലയും ചുടുകാറ്റിനു കൂട്ടിണയായ് നാമൊരു നാൾ കിനാക്കുടിലിൽ  ചെന്നണയുമിരുനിലാവലയായ് ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ പ്രണയാജാലകഥ  പലവുരു പറയുമോ  വഴിയോരങ്ങൾ തോറും തണലായീ പടർച്ചില്ല നീ കുടയായ് നിവർന്നൂ നീ നോവാറാതെ തോരാതെ പെയ്കേ തുഴയോളങ്ങൾ പോൽ നിൻ കടവത്തോന്നു ഞാൻ തൊട്ടു മെല്ലെ കാറ്റേ ചില്ലയിതിൽ വീശണേ  കാറേ ഇലയിതിൽ പെയ്യണേ മെല്ലെ തീരമിതിലോളങ്ങളോളങ്ങളായി നീ വരൂ ഉയിരിൽ തലോടിടും ഉയിരായിടും നാം നാമൊരു നാൾ കിനാക്കടലിൽ ചെന്നണയുമിരുനിലാനദിയായ് ആരും കാണാ ഹൃദയതാരമതിൽ ഉരുകി നാമന്നാരും കേൾക്കാ പ്രണയാജാലകഥ പലവുരു തുടരുമോ,Non-sarcastic
1:39  kandu kozhitharichavar Adi like...,Non-sarcastic
Awesomeness starts at 1:51 Vaada! :),Non-sarcastic
2019 augustil arenkilum kelkunundo? Atho njn mathrm ahno🤔?,Non-sarcastic
"എവനുക്കാവതു പൊണ്ടാട്ടി കൊളന്തകുട്ടിന്നു സെന്റിമെന്റ് കിന്റിമെന്റ് ഇറുന്താൽ അപ്പടിയെ ഓടി പോയിട്.... ""*മവനെ കൊല ഗാണ്ടിലെ ഇറുക്ക്‌.... കൊല്ലാമാ വിടമാട്ടെ (petta🤩) One's upon a time there was a kallan & police(ഷൈലോക്ക് 🤠)",Non-sarcastic
"മാമാങ്കം ..ആൺവീര്യത്തിന്റെ പോരാട്ട വാൾത്തുമ്പിനാൽ എഴുതിയ വിപ്ലവം .. മുറിവാൾത്തലപ്പിനാൽ ,പരിചപ്പുറം കൊണ്ട്  അവസാന ശ്വാസം വരെ സ്വന്തം  രാജ്യത്തിനായി, മടങ്ങിവരവില്ലാത്ത പോർക്കളത്തിൽ ചാവേറായി പൊരുതി മരിക്കുവാൻ തയ്യാറായി ഇറങ്ങിത്തിരിക്കുന്ന യോദ്ധാക്കളുടെ ഇതിഹാസം  ... ഇന്നും നമ്മളെ രക്ഷിക്കാൻ ആ പോരാട്ട വീര്യവുമായി ചാവേറുകൾ നമ്മൾക്കിടയിൽ നിന്ന് യാത്രയാവാറുണ്ട് ....",Non-sarcastic
Madhuraraaja kandu super adipoli ellarum kaananam,Non-sarcastic
Daily oru pravashyamenkilum kandillel oru samadhanam illa,Non-sarcastic
മമ്മൂട്ടിയെ 'മഹാനടൻ' എന്ന് വിവരം ഉള്ളവർ ഒന്ന്കൂടി വിശേഷിപ്പിച്ച ആ *സ്ത്രീവേഷം*.    വിരോധികൾ (മറ്റു ഫാൻസുകാർ) മനഃപൂർവം എഡിറ്റ്‌ ചെയ്ത് കളിയാക്കിയ ആ സ്ത്രീവേഷം   വിരോധികൾ പോലും രഹസ്യമായി നമിച്ചുപോയ ആ സ്ത്രീവേഷം,Non-sarcastic
Padam Hit aakum ennu urapullavar Adi,Non-sarcastic
നസ്രാണികൾ മാത്രമല്ല വെള്ളിയാഴ്ച ജുമാ കഴിഞ്ഞു നമ്മക്കും പോത്തു ഇറച്ചിയാ ഇട്ടിച്ചാ,Non-sarcastic
മാസ്റ്റർപീസ് എന്ന ദുരന്തത്തിന്റെ director ആണല്ലോ,Sarcastic
നല്ല അടിപൊളി  മൂഞ്ചിയ  song.....,Sarcastic
വെറുപ്പിക്കാത്ത പഴയ മഞ്ജു ചേച്ചിയുടെ നിഴലുകൾ,Non-sarcastic
First l00crore Malayalam film pulimurrukan First 200crore odiyan is loading,Non-sarcastic
No words dileepettaaa... best actor and janapriya nayakan beautiful trailer,Non-sarcastic
Enthoke paranjalum anu mol Dhileepettanu nallonam cherunnund,Non-sarcastic
Pulimurukan chaya kachiyathu pole thonniyathu enikku mathramano...,Non-sarcastic
Njn lalettan fan okke thanneya...but ikkeede aduthuunnu adutha oru pulimurugan pratheekshikkunnu,Non-sarcastic
Ithokka Malayalam cinemayk maathram avakashapedan pattunna cinemakal aan,Non-sarcastic
Veendum veendum kanunnavar like adii makkalae,Non-sarcastic
ലാലേട്ടൻ ഫാൻസ് എല്ലാവരും ഒന്നു ലൈക്ക് അടിച്ചേ കാണട്ടെ നമ്മുടെ ഫാൻസ് പവർ,Non-sarcastic
ഇതിനും dislike അടിച്ചവന്മാർക്ക് എന്റെ നമസ്കാരം,Non-sarcastic
Lalettan fans ee channel onn suscribe chyth sahayikumo please oru 300likeum kudi,Sarcastic
Njan oru comedy parayam Valyamama yekal valya porali ithu munpum pinpum ilathre,Non-sarcastic
Padam kandu... Onnum parayanilla kidilo kidilam.... Adyam muthal avasanm vare full comedy entertainer.... Supr story Thaneer mathan dhinagal,Non-sarcastic
"Jn ettan fan aanu parayan ullath parayanamallo ikka polichu,",Non-sarcastic
King is always King... Mamooka.. Legend,Non-sarcastic
എത്ര കേട്ടിട്ടും മതി വരുന്നില്ലല്ലോ എന്റെ പൊന്നെ........,Non-sarcastic
Adutha Flop... Dileepetta.. ini ningade aake hit aavan poonath aa bhavana ude ningal eduppicha video maatram aanu...,Sarcastic
Jasmine Metivier looks so alike Normani :D,Non-sarcastic
Ith ndhonadey SRK de Fan padamo....,Non-sarcastic
ഇങ്ങേർ ഏതു വേഷം അണിഞ്ഞാലും എന്താ സ്റ്റൈൽ  ഇക്ക  ഇന്നത്തെ യൂത്തർ പോലും ഒരു പിടി ബാക്കിൽ നിൽക്കണം അജ്ജാതി മൊഞ്ചൻ  അന്നും ഇന്നും ഇക്ക മാസ്സാണ്,Non-sarcastic
Real Historic Films + LEGENDARY MAGICAL ACTOR #MAMMOOTTY   =  #MAMANGAM Super-Duper Multi-Mega HIT,Non-sarcastic
Rajuvettan chunkalla chunkidipaan adi makalle like Neela adi chunk കളെ,Non-sarcastic
Rajaa Pokkiri Raja... Adar meesha Raja Makkalukku raja...Sen Tamilum pesuvaru... Angalayum pesuvaru malayala thaymozhi than bellari Raja,Non-sarcastic
Releasinte aan thanne pokum ennu   Urappullavar adi like,Non-sarcastic
Trailer kaanikan udheshichavar padam full kaanichu ithilude...best,Non-sarcastic
an excellent movie.pakshe traileril kanicha oru scene polum padathil illa.supper movie,Non-sarcastic
Aju chettan polikkum nna thonnane,Non-sarcastic
Kidu item ikka ith trendigil vannirikum,Non-sarcastic
Lalettan fans nte full support 🥰🥰🥰,Non-sarcastic
Ada paavigala idho edho youtube advertisement nu illada naan swipe pannitu poiten,Non-sarcastic
"കാർത്തി യുടെ  ""കൈദി""  പോലെ  full  night  സീൻ aaanoo?",Non-sarcastic
ettante margam kali repeat adichu kandavar like adi,Non-sarcastic
Ooo mire. Njn vicharich teaser Poole uumbiyath aayirikkum nn. Id verre level kolakolli itemm..,Non-sarcastic
പ്രിയൻ    സർ .ഇതിലെ ലാൽ സാറിന്റെ    മാപ്പിള  ഡൈലോഗ്സ് ടോൺ ശെരിയസ്സായില്ല  ..അങ്ങേക്ക്  കിളിച്ചുണ്ടണ് മാമ്പഴറ്ത്തിനു വന്ന  തെറ്റ്  തിരുത്തുമെന്ന്  വിശ്വസിക്കുന്നു  ..,Sarcastic
Trailer kaanum mumb like adichath aaroke???,Non-sarcastic
"പിതാമഹനിലെ,, വിക്രം  സ്റ്റൈൽ ആണല്ലോ,,, ക്യാരക്ടർ,,",Non-sarcastic
Nala movie aayirunu..ottum flexible alaatha lalettann edhin onum patilaa..meesha pirii role thanaal ok,Non-sarcastic
Njan oru lalettan fan aanu....Trailer kidu....Looking awesome....,Non-sarcastic
മെഗാസ്റ്റാറും സൂപ്പർസ്റ്റാറും ഇല്ലെങ്കിലും... തിയേറ്റർ പൂരപ്പറമ്പാവാൻ പോകുന്ന ഒരു വെടിക്കെട്ട് item... ജോജു ചേട്ടൻ&ചെമ്പൻ ചേട്ടൻ.... പിന്നെ മലയാളത്തിന്റെ ഒരുപിടി തീപ്പൊരി നടന്മാരും.....joshiy sir is coming back.......,Non-sarcastic
Omg  malayalam cinema bollywood level athukum oru padi mela,Non-sarcastic
